cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Vermont",8/24/2016,8/30/2016,"Google Consumer Surveys","B",69,"lv",.0022684,50.15,18.1,8.18,,58.15688,25.78928,4.45929,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45536,70921,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Iowa",9/7/2016,9/13/2016,"Google Consumer Surveys","B",411,"lv",.0022614,30.38,35.27,8.7,,38.16256,42.00586,5.261186,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45754,71438,9/14/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"New Jersey",8/19/2016,9/1/2016,"Ipsos","A-",666,"lv",.0022554,47.4,36.24,,,48.15147,36.52888,,,"","http://www.reuters.com/statesofthenation",45304,69685,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Michigan",9/6/2016,9/7/2016,"Mitchell Research & Communications","D",940,"lv",.0022485,45,39,7,,46.39817,39.79769,4.085819,,"","http://www.realclearpolitics.com/docs/2016/FOX_2_Detroit-Mitchell_Poll_of_MI_Press_Clinton_v_Trump_9-9-16.pdf",45711,71319,9/12/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Arkansas",8/12/2016,9/1/2016,"Ipsos","A-",243,"lv",.0022478,42.2,47.62,,,42.04445,47.33577,,,"","http://www.reuters.com/statesofthenation",45281,69662,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/3/2016,10/5/2016,"The Times-Picayune/Lucid","",1322,"lv",.002241,47,35,7,,48.26699,37.98855,4.07471,,"","https://luc.id/2016-presidential-tracker/",46548,72782,10/7/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Indiana",9/14/2016,9/20/2016,"Google Consumer Surveys","B",607,"lv",.0022142,31.89,32.25,9.42,,39.27267,38.53883,6.222718,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45963,71850,9/22/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/30/2016,9/3/2016,"Ipsos","A-",1092,"lv",.0022112,40.4,36.5,8.8,,42.92025,38.19862,6.05929,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",45397,70634,9/6/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/26/2016,10/2/2016,"USC Dornsife/LA Times","",2319,"lv",.0021899,42.37,47.02,,,44.12365,43.56596,,,"","http://latimes.com/politics/",46323,72444,10/3/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"New Jersey",9/14/2016,9/20/2016,"Google Consumer Surveys","B",655,"lv",.0021613,35.6,36.19,5.48,,43.16007,42.55902,2.282717,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45979,71866,9/22/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Maine",8/12/2016,9/1/2016,"Ipsos","A-",160,"lv",.0021439,42.22,41.65,,,41.55776,40.84304,,,"","http://www.reuters.com/statesofthenation",45294,69675,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"West Virginia",8/5/2016,8/25/2016,"Ipsos","A-",134,"lv",.0021432,39.49,46.86,,,39.22903,46.95691,,,"","http://www.reuters.com/statesofthenation",45036,69089,8/26/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/29/2016,9/2/2016,"Ipsos","A-",1132,"lv",.0021413,39.6,38.5,8.4,,42.11699,40.24342,5.646674,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",45394,70635,9/6/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/25/2016,10/1/2016,"USC Dornsife/LA Times","",2481,"lv",.002137,42.23,46.94,,,44.08424,43.40911,,,"","http://latimes.com/politics/",46317,72432,10/2/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Ohio",9/9/2016,9/15/2016,"Ipsos","A-",450,"lv",.0021302,47.21,43.52,,,47.25594,42.23808,,,"","http://www.reuters.com/statesofthenation/",45863,71627,9/16/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/1/2016,9/2/2016,"Morning Consult","",2001,"rv",.0021224,38,36,9,,43.38459,41.34891,3.670474,,"","https://morningconsult.com/2016/09/04/trumps-immigration-stance-isnt-hurting/",45328,70686,9/6/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/1/2016,10/3/2016,"The Times-Picayune/Lucid","",1501,"lv",.002108,45,38,5,,46.48591,40.91852,1.925597,,"","https://docs.google.com/spreadsheets/d/1UKwYzZdXYVx9-pBCg98zq5kWqeB2XymhvSCaXvnhtpk/edit#gid=1521407513",46449,72611,10/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Oregon",9/7/2016,9/13/2016,"Google Consumer Surveys","B",381,"lv",.0021057,42.32,29.77,7.26,,50.13821,36.52533,3.821186,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45779,71463,9/14/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/6/2016,9/7/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.0020981,43,39,9,,46.27327,40.5554,5.924898,,"","http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",45426,70733,9/8/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/2/2016,10/4/2016,"The Times-Picayune/Lucid","",1355,"lv",.0020927,45,37,6,,46.37578,39.95616,2.995221,,"","luc.id/2016-presidential-tracker/",46513,72720,10/5/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",8/24/2016,8/30/2016,"Google Consumer Surveys","B",73,"lv",.0020889,32.92,22.15,13.01,,41.02122,29.91652,9.28929,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45520,70905,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/26/2016,8/30/2016,"Ipsos","A-",1360,"lv",.0020887,38.1,39.1,6.7,,40.57686,40.97598,3.964921,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",45277,69639,9/2/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/28/2016,9/1/2016,"Ipsos","A-",1172,"lv",.0020699,39.1,37.6,7.7,,41.61019,39.38833,4.945813,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",45275,69637,9/2/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Oregon",8/19/2016,9/8/2016,"Ipsos","A-",472,"lv",.0020696,46.76,35.01,,,46.83148,34.36518,,,"","http://www.reuters.com/statesofthenation/",45674,71243,9/10/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/15/2016,9/21/2016,"CVOTER International","C+",1073,"lv",.0020685,49.2,45.68,,,48.17835,41.09317,,,"","http://projects.fivethirtyeight.com/polls/20160925_National_1.pdf",46049,72031,9/26/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Alaska",8/17/2016,8/23/2016,"Google Consumer Surveys","B",87,"lv",.0020672,29.51,37.98,13.84,,37.12106,45.87597,10.13756,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45541,70926,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"New York",4/4/2016,4/7/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",1403,"lv",.0020482,53,37,,,52.79305,37.50713,,,"","http://www.foxnews.com/politics/2016/04/10/fox-news-poll-trump-clinton-rule-empire-state.html",36711,62668,4/24/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/9/2016,8/9/2016,"Gravis Marketing","B-",2832,"lv",.0020474,42,37,9,,43.04361,37.09239,7.053502,,"","http://www.breitbart.com/2016-presidential-race/2016/08/14/breitbartgravis-poll-hillary-clinton-leads-donald-trump-42-to-37/",44850,68737,8/14/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Nebraska",8/12/2016,9/1/2016,"Ipsos","A-",127,"lv",.0020439,37.84,44.65,,,36.83317,43.50972,,,"","http://www.reuters.com/statesofthenation",45301,69682,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",5/12/2016,5/15/2016,"Data Targeting","",997,"rv",.0020402,31,34,,,36.38311,37.31817,,,"","http://heatst.com/politics/poll-third-party-candidate-viable-vs-donald-trump-and-hillary-clinton/",44089,65970,5/20/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Hawaii",8/17/2016,8/23/2016,"Google Consumer Surveys","B",87,"lv",.0020391,42.98,22.49,15.04,,50.6908,30.48757,11.33756,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45551,70936,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Arizona",6/20/2016,6/20/2016,"MBQF","C+",1060,"lv",.0020373,46.5,42.2,,,45.5724,42.31729,,,"","http://email.connectstrategic.com/t/j-2A45CA0283AA87B8",44392,67341,6/22/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Idaho",8/12/2016,9/1/2016,"Ipsos","A-",126,"lv",.002017,27.92,58.08,,,26.47585,56.50063,,,"","http://www.reuters.com/statesofthenation",45287,69668,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Mississippi",8/31/2016,9/6/2016,"Google Consumer Surveys","B",194,"lv",.0020158,26.97,53.12,5.61,,34.23284,59.87906,1.92035,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45464,70782,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",6/26/2016,6/28/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",1017,"rv",.0020013,41,36,10,,46.20933,40.51844,6.28737,,"","http://www.foxnews.com/politics/interactive/2016/06/29/fox-news-poll-june-2-2016/",44460,67523,6/29/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/25/2016,8/29/2016,"Ipsos","A-",1400,"lv",.0019998,39.5,38,5.7,,41.9419,39.92281,2.956409,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",45151,69412,8/30/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/24/2016,9/30/2016,"USC Dornsife/LA Times","",2526,"lv",.0019827,42.34,46.66,,,44.29327,43.05833,,,"","http://latimes.com/politics/",46312,72427,10/1/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Mississippi",8/5/2016,8/25/2016,"Ipsos","A-",161,"lv",.0019789,36.54,53.49,,,36.9027,54.13895,,,"","http://www.reuters.com/statesofthenation",45018,69071,8/26/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Ohio",7/30/2016,8/7/2016,"Quinnipiac University","A-",812,"lv",.0019775,44,42,8,,46.55056,43.66323,4.763139,,"","https://drive.google.com/file/d/0B1XFXSmJVNknNkluX3p6cHZ3ZGI4NnMwQzZnZDl6TTRJekFz/view",44807,68631,8/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Oklahoma",5/2/2016,5/4/2016,"Cole Hargrave Snodgrass & Associates","B",500,"rv",.0019766,28,48,6,,31.2412,51.98255,2.593854,,"","http://newsok.com/article/5498100",44088,65969,5/20/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Florida",6/21/2016,6/24/2016,"YouGov","B",1192,"lv",.0019764,44,41,3,,46.56578,42.689,2.050312,,"","http://www.cbsnews.com/news/poll-donald-trump-hillary-clinton-poll-florida-north-carolina-wisconsin-colorado-battleground-states/?platform=hootsuite",44409,67389,6/26/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"West Virginia",8/24/2016,8/30/2016,"Google Consumer Surveys","B",88,"lv",.001976,19.6,48.64,11.18,,27.28301,56.06414,7.45929,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45539,70924,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Kansas",8/31/2016,9/6/2016,"Google Consumer Surveys","B",297,"lv",.0019755,36.4,33.94,12.2,,44.19006,41.05725,8.51035,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45455,70773,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/27/2016,8/31/2016,"Ipsos","A-",1196,"lv",.0019713,38.6,38.9,7.1,,41.10078,40.73054,4.359271,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",45276,69638,9/2/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"New Mexico",8/31/2016,9/6/2016,"Google Consumer Surveys","B",215,"lv",.0019698,27.25,29.96,18.44,,35.0462,37.08143,14.75035,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45471,70789,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"West Virginia",7/29/2016,8/18/2016,"Ipsos","A-",183,"lv",.0019578,38.93,48.45,,,38.63678,48.73075,,,"","http://www.reuters.com/statesofthenation",44981,69014,8/24/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Louisiana",8/31/2016,9/6/2016,"Google Consumer Surveys","B",273,"lv",.0019304,23.88,50.15,5.91,,31.27335,56.99773,2.22035,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45457,70775,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Maine",8/17/2016,8/23/2016,"Google Consumer Surveys","B",105,"lv",.0019303,35.99,32.25,12.7,,43.76307,40.311,8.997561,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45561,70946,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/14/2016,9/20/2016,"CVOTER International","C+",1075,"lv",.0019146,48.11,47.15,,,47.08,42.57664,,,"","http://projects.fivethirtyeight.com/polls/20160925_National_1.pdf",46048,72030,9/26/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/13/2016,9/19/2016,"CVOTER International","C+",1160,"lv",.0019072,48.5,46.55,,,47.46888,41.98571,,,"","http://projects.fivethirtyeight.com/polls/20160925_National_1.pdf",46047,72029,9/26/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/26/2016,10/2/2016,"SurveyMonkey","C-",26925,"lv",.0019055,46,40,9,,46.66482,39.75496,4.230764,,"","https://www.scribd.com/document/326274653/NBC-News-SurveyMonkey-Toplines-and-Methodology-925-102?secret_password=Amlox28R6VL23C3oHhHA",46444,72593,10/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Indiana",8/19/2016,9/1/2016,"Ipsos","A-",303,"lv",.0019022,32.08,55.66,,,30.68328,53.82959,,,"","http://www.reuters.com/statesofthenation",45289,69670,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Massachusetts",9/7/2016,9/13/2016,"Google Consumer Surveys","B",481,"lv",.0018779,42.9,28.07,8.32,,51.06623,35.01542,4.881186,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45761,71445,9/14/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/30/2016,10/2/2016,"The Times-Picayune/Lucid","",1461,"lv",.0018646,44,39,6,,45.59492,41.88358,2.853059,,"","https://luc.id/2016-presidential-tracker/",46332,72458,10/3/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Kansas",8/12/2016,9/1/2016,"Ipsos","A-",254,"lv",.0018554,37.02,52.45,,,35.82315,51.11865,,,"","http://www.reuters.com/statesofthenation",45291,69672,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Washington",9/7/2016,9/13/2016,"Google Consumer Surveys","B",613,"lv",.0018531,43.87,24.3,10.63,,51.72279,31.07421,7.191186,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45789,71473,9/14/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Pennsylvania",9/14/2016,9/20/2016,"Google Consumer Surveys","B",772,"lv",.0018511,34.81,36.05,7.56,,42.19186,42.33847,4.362718,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",45986,71873,9/22/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Tennessee",8/19/2016,9/1/2016,"Ipsos","A-",401,"lv",.0018486,31.48,49.44,,,31.536,49.05705,,,"","http://www.reuters.com/statesofthenation",45312,69693,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Oklahoma",8/12/2016,9/1/2016,"Ipsos","A-",288,"lv",.0018386,36.51,48.41,,,35.42948,47.2023,,,"","http://www.reuters.com/statesofthenation",45308,69689,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/23/2016,9/29/2016,"USC Dornsife/LA Times","",2560,"lv",.0018318,41.73,47.26,,,43.78236,43.58186,,,"","http://latimes.com/politics/",46299,72380,9/30/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/12/2016,9/18/2016,"CVOTER International","C+",1203,"lv",.0018235,47.95,46.77,,,46.91964,42.21178,,,"","http://www.upi.com/Top_News/US/2016/09/21/UPICVoter-poll-Hillary-Clinton-holds-118-lead-over-Donald-Trump/2301474469318/?spt=sec&or=tn",45913,71752,9/21/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Michigan",9/2/2016,9/15/2016,"Ipsos","A-",644,"lv",.0018113,43.63,43.84,,,43.18437,42.18335,,,"","http://www.reuters.com/statesofthenation/",45851,71615,9/16/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",8/24/2016,8/28/2016,"Ipsos","A-",1356,"lv",.0018026,38.9,38.3,6.3,,41.3134,40.26274,3.552826,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",45152,69413,8/30/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Vermont",8/17/2016,8/23/2016,"Google Consumer Surveys","B",87,"lv",.0017965,42.83,11.42,10.43,,50.61599,19.49415,6.727561,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45586,70971,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",6/27/2016,6/28/2016,"Public Policy Polling","B+",853,"v",.0017867,45,41,5,,48.02525,43.86332,3.048453,,"","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_63016.pdf",44462,67526,6/30/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Iowa",8/12/2016,9/1/2016,"Ipsos","A-",282,"lv",.001783,41.18,44.18,,,40.86826,43.73152,,,"","http://www.reuters.com/statesofthenation",45290,69671,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Ohio",5/18/2016,5/22/2016,"Zogby Interactive/JZ Analytics","C-",679,"lv",.0017752,38,33,6,,41.0241,37.41914,3.716569,,"","http://zogbyanalytics.com/news/747-ohio-likely-voters-choose-clinton-and-sanders-over-trump",44146,66174,6/6/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",8/31/2016,9/6/2016,"Google Consumer Surveys","B",220,"lv",.0017746,34.75,33.81,9.47,,42.44883,40.86527,5.78035,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45472,70790,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Georgia",9/7/2016,9/13/2016,"Google Consumer Surveys","B",542,"lv",.0017701,31.01,39.72,7.98,,38.32878,46.20253,4.541186,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45752,71436,9/14/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",8/12/2016,9/1/2016,"Ipsos","A-",131,"lv",.0017656,43.58,44.52,,,42.63737,43.42887,,,"","http://www.reuters.com/statesofthenation",45303,69684,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Kentucky",8/31/2016,9/6/2016,"Google Consumer Surveys","B",405,"lv",.0017626,29.48,40.03,8.5,,37.10853,47.03751,4.81035,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45456,70774,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Oregon",5/6/2016,5/9/2016,"Davis, Hibbitts & Midghall, Inc.","B",901,"lv",.0017595,43,32,,,44.11079,32.97859,,,"","http://www.opb.org/news/series/election-2016/bernie-sanders-hillary-clinton-donald-trump-oregon-poll/",44051,65738,5/11/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Colorado",9/7/2016,9/13/2016,"Google Consumer Surveys","B",603,"lv",.0017535,36.23,28.93,12.02,,44.01339,35.66631,8.581187,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45747,71431,9/14/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Mississippi",7/29/2016,8/18/2016,"Ipsos","A-",214,"lv",.0017513,38.33,51.86,,,38.68252,52.67581,,,"","http://www.reuters.com/statesofthenation",44961,68994,8/24/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"North Dakota",8/17/2016,8/23/2016,"Google Consumer Surveys","B",62,"lv",.0017495,20.62,41.81,15.45,,28.30086,49.77707,11.74756,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45568,70953,9/9/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"New York",4/7/2016,4/10/2016,"Public Policy Polling","B+",1403,"v",.0017406,55,35,,,53.98676,35.81976,,,"","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NY_41216.pdf",36742,62678,4/24/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Kentucky",8/12/2016,9/1/2016,"Ipsos","A-",404,"lv",.001722,41.76,46.34,,,41.29597,45.74695,,,"","http://www.reuters.com/statesofthenation",45292,69673,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"Alabama",8/12/2016,9/1/2016,"Ipsos","A-",367,"lv",.00172,39.39,51.54,,,39.11339,51.14444,,,"","http://www.reuters.com/statesofthenation",45279,69660,9/4/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/11/2016,9/17/2016,"CVOTER International","C+",1229,"lv",.0017168,47.39,47.55,,,46.36821,43.02578,,,"","http://www.upi.com/Top_News/US/2016/09/21/UPICVoter-poll-Hillary-Clinton-holds-118-lead-over-Donald-Trump/2301474469318/?spt=sec&or=tn",45914,71753,9/21/16,"14:50:09 28 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/22/2016,9/28/2016,"USC Dornsife/LA Times","",2631,"lv",.0017166,42.94,46.68,,,45.09488,42.91862,,,"","http://latimes.com/politics/",46287,72348,9/29/16,"14:50:09 28 Oct 2016"
